DistanceToObstacle,Velocity,ProximityLeft,ProximityRight,Altitude,Class
112.64,33.75,54.47,14.06,-41.84,1,Left
130.06,33.77,12.41,52.31,-42.01,1,Left
96.95,33.79,94.42,22.80,-42.17,1,Left
47.87,33.79,83.20,27.27,-42.17,1,Left
138.25,33.80,47.94,14.95,-42.33,1,Left
112.44,33.82,91.57,67.00,-42.50,1,Left
67.46,33.82,73.81,74.43,-42.50,1,Left
111.60,33.85,18.44,33.82,-42.66,1,Right
95.61,33.88,55.12,14.43,-42.83,1,Right
135.26,33.91,28.27,88.64,-42.99,1,Right
128.65,33.91,75.46,47.15,-42.99,1,Right
63.66,33.93,12.26,34.50,-43.16,1,Right
42.31,33.96,68.20,40.35,-43.33,2,Right
68.75,33.96,73.52,76.38,-43.33,2,Right
55.83,33.98,17.76,23.48,-43.50,2,Right
45.29,34.00,78.98,95.26,-43.67,2,Right
149.53,34.00,33.29,94.83,-43.67,1,Right
133.60,34.03,82.69,30.70,-43.84,1,Right
146.19,34.05,23.99,12.46,-44.01,2,Right
61.21,34.07,68.28,24.30,-44.18,2,Right
142.20,34.07,33.25,43.69,-44.18,1,Right
112.34,34.09,22.24,15.74,-44.35,2,Right
108.90,34.11,53.88,21.45,-44.52,2,Right
138.30,34.14,13.32,21.88,-44.86,1,Right
80.11,34.15,31.00,57.80,-45.04,1,Right
45.62,34.17,12.11,45.32,-45.21,1,Right
37.72,34.19,50.34,87.53,-45.39,1,Right
90.99,34.20,74.26,90.88,-45.56,1,Right
119.93,34.22,72.68,82.38,-45.74,1,Right
62.14,34.23,62.26,25.88,-45.91,1,Right
55.28,34.23,76.85,91.04,-45.91,1,Right
88.31,34.24,42.18,81.93,-46.09,1,Right
134.11,34.25,77.73,90.23,-46.27,1,Right
39.85,34.27,51.54,52.41,-46.44,1,Right
52.80,34.27,76.46,37.50,-46.44,1,Right
72.36,34.28,59.49,32.16,-46.62,1,Right
54.52,34.29,79.14,55.58,-46.80,1,Right
36.01,34.30,81.17,80.97,-46.98,1,Right
78.72,34.30,16.41,93.71,-47.16,1,Right
32.41,34.31,70.39,10.61,-47.34,1,Right
91.68,34.32,71.43,99.53,-47.52,1,Right
141.88,34.33,55.80,49.06,-47.70,1,Right
53.17,34.33,34.56,72.89,-47.87,2,Right
58.08,34.34,23.36,77.33,-48.06,1,Right
34.90,34.34,36.69,25.12,-48.24,2,Right
120.35,34.34,74.23,59.66,-48.24,2,Right
38.73,34.34,82.05,72.37,-48.42,2,Right
104.73,34.34,25.88,95.08,-48.60,2,Right
98.15,34.34,79.12,66.76,-48.60,1,Right
102.38,34.35,52.53,64.02,-48.78,1,Right
75.55,34.35,86.98,35.23,-48.96,2,Right
94.76,34.35,81.58,40.97,-48.96,2,Right
40.53,34.35,74.41,72.14,-49.14,2,Right
67.17,34.35,24.93,14.30,-49.32,1,Right
51.10,34.35,30.57,47.10,-49.50,1,Right
133.03,34.35,37.35,98.45,-49.50,1,Right
98.53,34.35,37.70,87.87,-49.68,1,Right
30.99,34.36,86.16,55.01,-49.87,1,Right
44.37,34.36,84.30,52.70,-50.05,1,Right
120.49,34.36,35.87,15.91,-50.23,1,Right
53.36,34.36,14.89,54.45,-50.23,1,Right
147.27,34.36,42.30,77.40,-50.41,1,Right
113.28,34.36,66.92,15.46,-50.59,1,Right
128.50,34.37,19.34,83.67,-50.77,2,Right
53.79,34.37,55.63,63.16,-50.77,2,Right
57.77,34.36,82.16,73.55,-50.95,1,Right
87.12,34.37,36.14,63.84,-51.14,1,Right
126.94,34.37,25.26,83.94,-51.14,1,Right
106.30,34.37,78.68,45.44,-51.32,1,Right
119.79,34.37,38.38,97.99,-51.50,2,Right
120.25,34.37,82.08,53.32,-51.68,2,Right
59.18,34.37,16.00,93.71,-51.68,2,Right
114.45,34.36,81.32,33.57,-51.86,2,Right
49.91,34.36,41.11,63.67,-52.04,2,Right
67.18,34.36,32.66,24.70,-52.04,2,Right
84.32,34.35,78.76,71.60,-52.22,1,Right
98.19,34.36,20.67,82.55,-52.40,1,Right
139.13,34.36,63.62,80.95,-52.40,1,Right
86.10,34.36,40.60,41.58,-52.76,2,Right
94.94,34.36,22.82,25.22,-52.93,1,Right
76.43,34.36,63.25,93.66,-53.11,1,Right
139.06,34.37,21.79,78.63,-53.29,1,Right
131.33,34.37,39.20,37.36,-53.29,1,Right
81.66,34.37,28.14,64.41,-53.47,1,Right
84.65,34.37,97.12,12.19,-53.64,1,Right
102.00,34.37,76.40,55.20,-53.64,1,Right
121.23,34.38,35.71,82.07,-53.82,2,Right
147.47,34.38,13.04,70.50,-54.00,1,Right
64.31,34.38,15.62,37.54,-54.00,1,Right
121.75,34.38,11.24,33.45,-54.17,1,Right
135.46,34.39,84.24,39.13,-54.35,1,Right
83.92,34.39,92.83,66.26,-54.52,1,Right
138.93,34.39,56.94,44.69,-54.52,1,Right
69.53,34.40,24.18,45.94,-54.70,1,Right
129.29,34.41,77.59,12.66,-54.87,1,Right
42.53,34.41,49.44,75.61,-55.04,1,Right
90.98,34.42,33.71,91.19,-55.22,1,Right
49.84,34.43,54.32,94.38,-55.39,1,Right
143.35,34.44,70.63,79.84,-55.56,2,Right
141.18,34.44,89.62,14.28,-55.73,2,Right
85.47,34.44,84.05,43.76,-55.90,1,Right
50.92,34.45,30.63,24.05,-56.07,1,Right
118.15,34.45,68.81,38.85,-56.07,1,Right
46.00,34.47,18.20,13.97,-56.24,1,Right
75.16,34.48,24.37,83.91,-56.41,1,Right
131.81,34.48,14.29,62.31,-56.41,1,Right
32.39,34.49,37.58,79.27,-56.58,2,Right
78.70,34.50,96.61,75.18,-56.74,2,Right
139.16,34.50,47.97,83.23,-56.74,1,Right
134.35,34.51,41.83,24.10,-56.91,1,Right
30.81,34.52,89.34,14.75,-57.07,1,Right
60.61,34.52,42.74,93.71,-57.07,1,Right
105.93,34.54,71.34,16.27,-57.24,1,Right
93.89,34.56,31.27,43.34,-57.40,1,Right
56.58,34.56,35.76,41.66,-57.40,1,Right
37.96,34.57,63.86,21.52,-57.57,1,Right
87.23,34.59,93.51,38.34,-57.73,1,Right
136.09,34.61,41.76,87.74,-57.89,1,Right
99.26,34.62,56.33,58.00,-58.05,1,Right
32.42,34.64,20.40,99.41,-58.21,2,Right
148.05,34.66,22.87,92.58,-58.37,2,Right
108.35,34.67,96.91,79.41,-58.53,2,Right
127.98,34.68,41.82,55.11,-58.69,1,Right
82.86,34.68,71.71,94.11,-58.69,1,Right
79.37,34.70,94.21,28.33,-58.85,1,Right
141.54,34.73,89.32,16.52,-59.01,2,Right
96.38,34.74,58.23,91.80,-59.16,2,Right
89.14,34.74,25.04,62.33,-59.16,1,Right
62.13,34.77,43.96,41.74,-59.32,1,Right
62.75,34.79,30.97,95.39,-59.47,1,Right
131.43,34.79,50.30,13.29,-59.47,1,Right
38.33,34.82,52.56,74.66,-59.63,1,Right
104.30,34.84,72.69,85.27,-59.78,1,Right
35.53,34.87,44.70,29.87,-59.93,1,Right
103.17,34.87,70.49,88.59,-59.93,1,Right
136.83,34.90,98.97,61.78,-60.09,1,Right
107.92,34.93,74.19,30.15,-60.24,1,Right
57.12,34.93,23.48,15.98,-60.24,1,Right
107.06,34.98,70.71,48.00,-60.54,1,Right
140.39,35.01,92.94,13.26,-60.69,1,Right
35.79,35.05,44.76,58.17,-60.83,1,Right
117.25,35.08,66.61,61.32,-60.98,1,Right
130.57,35.11,87.28,94.10,-61.13,1,Right
147.04,35.11,75.44,22.07,-61.13,1,Right
113.08,35.14,17.26,45.91,-61.28,1,Right
145.04,35.18,82.13,76.35,-61.42,1,Right
50.76,35.18,50.86,40.10,-61.42,1,Right
128.37,35.21,15.08,67.67,-61.57,1,Right
60.68,35.24,64.02,20.19,-61.71,1,Right
95.74,35.24,23.60,25.45,-61.71,1,Right
83.07,35.28,55.45,27.48,-61.85,1,Right
105.26,35.32,55.17,57.83,-62.00,1,Right
67.95,35.32,22.39,33.55,-62.00,1,Right
30.18,35.35,81.70,28.84,-62.14,1,Right
103.24,35.39,30.25,11.22,-62.28,1,Right
56.53,35.43,15.11,18.58,-62.42,1,Right
116.70,35.43,55.02,92.02,-62.42,1,Right
119.68,35.46,55.94,63.44,-62.57,1,Right
86.07,35.50,19.16,95.37,-62.71,1,Right
90.13,35.54,33.98,61.91,-62.85,1,Right
140.61,35.58,60.55,17.57,-62.99,1,Right
49.56,35.62,72.49,13.12,-63.12,2,Right
51.99,35.62,24.09,84.11,-63.12,2,Right
56.47,35.65,19.09,34.01,-63.26,1,Right
77.15,35.69,30.05,51.03,-63.40,1,Right
141.41,35.74,38.34,96.25,-63.54,2,Right
109.68,35.74,70.43,71.44,-63.54,2,Right
90.79,35.77,97.98,12.80,-63.68,1,Right
77.47,35.81,98.31,99.83,-63.81,1,Right
126.55,35.81,41.61,63.97,-63.81,1,Right
129.62,35.85,70.86,86.05,-63.95,1,Right
140.91,35.90,92.96,27.66,-64.09,1,Right
51.33,35.90,71.44,37.76,-64.09,1,Right
46.34,35.94,11.68,48.85,-64.22,1,Right
101.53,35.98,11.98,42.97,-64.36,1,Right
62.79,36.03,68.82,31.57,-64.49,1,Right
141.21,36.03,44.40,81.50,-64.49,1,Right
131.36,36.07,69.75,59.41,-64.63,1,Right
61.20,36.12,39.29,27.46,-64.76,1,Right
141.01,36.16,55.07,53.74,-64.89,1,Right
147.45,36.20,19.56,31.68,-65.03,1,Right
89.99,36.20,93.59,51.26,-65.03,1,Right
73.25,36.25,84.83,90.27,-65.16,1,Right
41.87,36.30,68.63,22.68,-65.30,1,Right
107.46,36.34,86.03,25.66,-65.43,1,Right
147.59,36.39,51.97,48.43,-65.56,1,Right
142.00,36.39,99.59,69.95,-65.56,1,Right
95.18,36.43,52.46,47.06,-65.70,1,Right
102.80,36.48,82.56,17.13,-65.83,1,Right
62.76,36.48,94.15,27.15,-65.83,1,Right
86.21,36.52,45.27,65.80,-65.96,1,Right
118.41,36.57,90.34,95.32,-66.10,1,Right
98.78,36.62,52.12,54.11,-66.23,1,Right
71.89,36.66,20.38,22.64,-66.36,1,Right
46.56,36.71,33.21,92.85,-66.49,1,Right
41.37,36.71,65.63,16.42,-66.49,1,Right
92.46,36.76,25.73,98.17,-66.63,1,Right
63.06,36.80,24.34,76.56,-66.76,1,Right
143.46,36.85,26.70,16.98,-66.89,2,Right
72.29,36.89,92.94,73.83,-67.03,2,Right
78.97,36.93,79.38,64.24,-67.16,2,Right
129.74,36.96,72.91,35.27,-67.29,1,Right
124.32,36.96,66.12,37.05,-67.29,1,Right
35.76,37.01,22.29,30.56,-67.43,1,Right
63.90,37.06,10.12,51.48,-67.56,1,Right
105.48,37.06,59.18,28.09,-67.56,1,Right
43.82,37.10,94.66,86.92,-67.70,1,Right
39.29,37.15,62.21,26.31,-67.83,1,Right
58.21,37.20,62.34,95.32,-67.96,1,Right
147.70,37.24,22.31,98.33,-68.10,1,Right
90.75,37.24,58.06,41.36,-68.10,1,Right
73.66,37.29,47.92,26.53,-68.23,2,Right
55.29,37.32,27.51,11.10,-68.37,2,Right
92.38,37.36,74.67,51.33,-68.50,1,Right
118.33,37.36,73.65,14.11,-68.50,1,Right
117.25,37.41,47.95,25.55,-68.64,1,Right
80.21,37.45,85.62,75.59,-68.78,1,Right
65.67,37.50,20.39,31.83,-68.91,1,Right
120.99,37.54,46.06,86.58,-69.05,1,Right
49.96,37.59,72.26,98.99,-69.19,1,Right
64.74,37.63,65.47,60.17,-69.33,1,Right
113.69,37.63,82.94,50.62,-69.33,1,Right
59.28,37.68,11.20,61.88,-69.46,1,Right
132.77,37.72,18.87,17.28,-69.60,1,Right
107.33,37.76,10.03,55.71,-69.74,1,Right
48.66,37.76,34.55,49.49,-69.74,1,Right
47.39,37.81,88.21,78.02,-69.88,1,Right
116.32,37.85,96.18,47.94,-70.02,1,Right
91.83,37.89,56.72,13.18,-70.16,1,Right
127.70,37.89,21.85,49.25,-70.16,1,Right
53.57,37.94,16.98,97.26,-70.30,1,Right
128.72,37.98,70.47,97.53,-70.44,1,Right
114.16,38.02,11.98,26.23,-70.59,1,Right
33.28,38.02,12.81,87.14,-70.59,2,Right
76.32,38.05,77.91,86.36,-70.73,2,Right
143.18,38.09,21.23,30.58,-70.87,1,Right
74.39,38.09,95.30,16.80,-70.87,1,Right
94.72,38.13,46.90,17.40,-71.02,1,Right
121.77,38.17,29.06,86.23,-71.16,1,Right
35.20,38.21,18.22,86.03,-71.31,1,Right
73.87,38.25,64.47,93.75,-71.45,1,Right
110.04,38.29,37.01,29.53,-71.60,1,Right
118.64,38.29,13.82,82.59,-71.60,1,Right
128.74,38.33,98.29,93.66,-71.75,1,Right
69.14,38.37,39.91,60.23,-71.89,2,Right
80.92,38.40,32.62,37.75,-72.04,2,Right
41.47,38.40,68.43,90.68,-72.04,1,Right
66.81,38.44,64.65,65.99,-72.19,1,Right
78.58,38.48,35.84,56.03,-72.34,1,Right
137.02,38.48,24.09,68.11,-72.34,1,Right
49.49,38.51,56.32,52.19,-72.49,1,Right
103.73,38.55,53.95,32.60,-72.64,1,Right
149.96,38.55,19.33,79.42,-72.64,1,Right
145.23,38.59,95.09,46.00,-72.79,1,Right
63.30,38.63,37.06,90.85,-72.95,1,Right
106.62,38.66,76.32,52.21,-73.10,1,Right
83.96,38.66,67.48,15.99,-73.10,1,Right
111.69,38.70,18.79,10.39,-73.25,2,Right
136.05,38.73,94.65,62.98,-73.41,1,Right
109.20,38.76,76.06,26.73,-73.56,1,Right
138.06,38.80,28.90,71.96,-73.72,1,Right
54.20,38.80,13.40,14.14,-73.72,1,Right
92.02,38.83,60.11,59.89,-73.87,1,Right
88.50,38.86,39.45,94.16,-74.03,1,Right
133.83,38.86,39.17,82.09,-74.03,1,Right
95.35,38.90,56.67,61.39,-74.19,2,Right
137.99,38.92,76.11,61.07,-74.35,2,Right
127.96,38.95,59.56,79.89,-74.51,2,Right
36.07,38.98,56.01,91.57,-74.67,2,Right
42.20,38.98,31.01,55.03,-74.67,2,Right
134.34,39.00,81.60,58.64,-74.83,2,Right
111.47,39.02,68.23,33.08,-74.99,1,Right
41.59,39.06,47.62,25.12,-75.15,1,Right
122.52,39.06,67.60,50.71,-75.15,1,Right
75.15,39.09,69.52,44.77,-75.31,1,Right
100.48,39.12,72.63,20.80,-75.48,1,Right
138.96,39.15,66.40,33.78,-75.64,1,Right
133.63,39.15,53.64,96.74,-75.64,1,Right
56.76,39.18,27.66,38.09,-75.81,1,Right
83.03,39.21,78.09,87.19,-75.97,1,Right
101.30,39.24,94.63,46.52,-76.14,1,Right
67.04,39.27,62.78,26.99,-76.30,2,Right
94.72,39.29,85.59,37.08,-76.47,2,Right
113.19,39.29,56.60,44.37,-76.47,1,Right
84.29,39.32,34.14,66.06,-76.64,1,Right
123.59,39.35,48.33,10.20,-76.81,1,Right
86.92,39.35,51.73,42.41,-76.81,1,Right
97.17,39.38,74.65,56.56,-76.98,2,Right
148.55,39.40,26.67,91.56,-77.15,2,Right
105.91,39.42,35.47,52.61,-77.32,1,Right
104.14,39.42,86.15,57.96,-77.32,1,Right
101.64,39.45,96.52,15.66,-77.49,1,Right
86.93,39.47,65.70,22.04,-77.66,1,Right
45.43,39.47,73.93,65.63,-77.66,2,Right
65.45,39.49,55.35,28.29,-77.83,2,Right
116.67,39.51,19.18,22.37,-78.00,1,Right
137.56,39.51,34.11,86.09,-78.00,1,Right
32.82,39.54,89.10,61.77,-78.18,1,Right
122.34,39.56,57.38,69.94,-78.35,1,Right
120.58,39.59,40.84,86.77,-78.52,2,Right
81.27,39.61,15.61,47.38,-78.70,2,Right
35.23,39.63,59.58,38.90,-78.87,2,Right
43.76,39.64,52.97,99.90,-79.05,2,Right
88.29,39.64,36.47,50.66,-79.05,1,Right
141.45,39.67,70.11,27.65,-79.22,1,Right
43.83,39.69,42.71,44.06,-79.40,1,Right
139.70,39.69,96.04,90.35,-79.40,1,Right
147.48,39.72,24.79,68.02,-79.57,1,Right
116.36,39.74,80.01,50.51,-79.75,1,Right
43.56,39.77,44.18,43.02,-79.93,1,Right
92.70,39.77,66.35,34.17,-79.93,1,Right
142.25,39.79,55.14,57.82,-80.10,1,Right
141.22,39.82,47.68,97.23,-80.28,1,Right
112.97,39.82,97.39,22.26,-80.28,2,Right
110.59,39.83,88.15,24.99,-80.46,2,Right
99.35,39.85,61.43,88.74,-80.64,1,Right
119.25,39.87,39.17,28.93,-80.82,1,Right
142.36,39.87,29.73,97.03,-80.82,1,Right
119.70,39.89,22.57,20.68,-80.99,1,Right
137.15,39.92,84.75,41.71,-81.17,1,Right
135.93,39.94,52.36,65.11,-81.35,1,Right
50.40,39.96,42.31,58.14,-81.53,1,Right
31.70,39.99,18.79,55.29,-81.71,2,Right
59.86,39.99,61.38,15.18,-81.71,2,Right
35.44,40.00,80.84,32.11,-81.89,1,Right
77.20,40.02,99.96,92.82,-82.07,1,Right
131.77,40.05,69.52,32.20,-82.25,2,Right
105.06,40.05,64.39,16.43,-82.25,2,Right
53.64,40.06,19.56,52.18,-82.43,1,Right
101.53,40.08,59.51,14.97,-82.61,1,Right
100.21,40.11,69.53,58.35,-82.79,1,Right
41.50,40.13,33.96,17.92,-82.97,1,Right
147.12,40.13,93.33,37.85,-82.97,1,Right
77.84,40.15,87.30,53.88,-83.15,1,Right
55.32,40.17,56.48,62.91,-83.33,1,Right
95.64,40.20,96.87,80.84,-83.51,1,Right
86.06,40.22,56.36,59.54,-83.69,2,Right
131.00,40.23,52.82,61.18,-83.87,2,Right
106.92,40.26,23.75,52.71,-84.23,2,Right
95.17,40.27,36.60,63.59,-84.41,1,Right
64.73,40.27,73.20,78.19,-84.41,1,Right
133.15,40.30,83.48,63.64,-84.58,2,Right
31.90,40.31,83.02,15.13,-84.76,2,Right
103.40,40.31,30.99,43.38,-84.76,2,Right
130.95,40.32,10.25,12.94,-84.94,2,Right
68.89,40.34,76.94,44.06,-85.12,1,Right
88.95,40.36,73.67,24.88,-85.30,1,Right
139.64,40.36,80.20,41.16,-85.30,1,Right
64.36,40.38,47.12,24.40,-85.48,1,Right
87.37,40.40,45.79,87.98,-85.65,1,Right
87.77,40.40,29.93,88.26,-85.65,1,Right
112.17,40.43,32.35,20.09,-85.83,1,Right
105.04,40.45,58.94,58.08,-86.01,1,Right
30.48,40.47,93.11,77.94,-86.18,1,Right
145.39,40.47,81.84,12.99,-86.18,1,Right
97.88,40.49,75.45,29.06,-86.36,1,Right
138.84,40.52,16.59,13.83,-86.54,1,Right
141.06,40.52,29.73,51.65,-86.54,1,Right
118.11,40.54,99.47,69.36,-86.71,1,Right
49.16,40.56,85.63,47.07,-86.89,1,Right
61.32,40.58,35.02,70.97,-87.06,2,Right
107.98,40.60,88.30,22.25,-87.24,1,Right
109.51,40.62,29.68,81.03,-87.41,2,Right
118.40,40.62,24.65,17.78,-87.41,2,Right
78.39,40.63,45.69,81.23,-87.58,1,Right
141.56,40.66,58.77,66.88,-87.76,1,Right
37.97,40.68,93.20,10.50,-87.93,1,Right
96.87,40.70,55.12,91.62,-88.10,2,Right
56.95,40.72,69.63,53.94,-88.27,2,Right
50.03,40.72,23.40,69.67,-88.27,1,Right
65.10,40.74,60.20,76.03,-88.44,1,Right
114.73,40.77,89.98,40.32,-88.61,1,Right
84.92,40.79,50.75,72.60,-88.78,2,Right
40.20,40.79,87.41,28.12,-88.78,2,Right
127.57,40.80,18.84,44.90,-88.95,2,Right
106.12,40.82,86.49,30.10,-89.12,2,Right
112.73,40.83,61.03,56.76,-89.29,1,Right
113.45,40.86,51.75,79.74,-89.45,1,Right
55.64,40.91,18.98,22.49,-89.79,1,Right
58.81,40.91,52.96,77.28,-89.79,1,Right
57.16,40.93,42.46,60.61,-89.95,1,Right
123.86,40.95,70.66,46.17,-90.12,2,Right
73.25,40.97,43.25,49.68,-90.28,1,Right
102.59,40.99,33.34,21.91,-90.44,1,Right
39.44,41.07,93.81,27.88,-90.93,1,Right
39.02,41.09,25.91,73.23,-91.09,1,Right
137.79,41.12,77.46,92.45,-91.25,1,Right
72.41,41.15,68.28,31.86,-91.41,1,Right
130.70,41.15,91.61,91.35,-91.41,1,Right
115.53,41.17,84.91,91.51,-91.57,1,Right
74.80,41.20,61.55,25.25,-91.72,1,Right
43.06,41.22,79.47,65.15,-91.88,1,Right
130.18,41.25,19.05,39.50,-92.04,1,Right
104.98,41.27,53.69,41.68,-92.19,1,Right
130.34,41.30,15.77,72.23,-92.35,1,Right
88.00,41.33,93.25,36.68,-92.50,1,Right
81.29,41.35,40.23,72.15,-92.65,1,Right
111.44,41.35,98.70,52.92,-92.65,1,Right
58.80,41.38,78.29,13.12,-92.81,2,Right
105.28,41.40,44.73,48.86,-92.96,2,Right
145.37,41.41,49.25,78.61,-93.11,1,Right
58.27,41.44,54.82,61.22,-93.26,1,Right
81.37,41.44,26.34,99.92,-93.26,2,Right
40.57,41.45,71.54,49.27,-93.41,2,Right
96.45,41.47,33.73,69.28,-93.56,1,Right
39.04,41.47,37.13,42.17,-93.56,1,Right
95.43,41.50,99.03,45.08,-93.71,2,Right
146.05,41.51,41.65,58.46,-93.85,2,Right
32.88,41.53,11.00,85.72,-94.00,1,Right
103.90,41.53,32.36,15.18,-94.00,1,Right
144.93,41.56,21.44,60.44,-94.15,1,Right
66.58,41.59,69.57,34.94,-94.29,1,Right
121.44,41.61,44.59,90.20,-94.44,1,Right
145.81,41.64,76.36,56.26,-94.58,1,Right
74.42,41.67,38.31,28.58,-94.72,1,Right
74.97,41.67,67.38,36.92,-94.72,1,Right
97.49,41.70,14.46,97.85,-94.87,1,Right
127.22,41.72,39.71,78.38,-95.01,1,Right
44.95,41.72,97.51,76.76,-95.01,1,Right
85.05,41.75,65.45,26.96,-95.15,2,Right
106.64,41.77,91.37,72.17,-95.29,2,Right
96.22,41.79,56.68,31.17,-95.43,2,Right
68.26,41.79,88.22,72.81,-95.43,1,Right
104.31,41.81,75.32,84.71,-95.57,1,Right
84.33,41.84,87.54,70.26,-95.71,2,Right
96.65,41.84,55.99,88.54,-95.71,2,Right
140.19,41.86,67.28,97.98,-95.85,1,Right
122.56,41.89,65.24,46.54,-95.98,1,Right
62.34,41.91,37.60,31.36,-96.12,1,Right
88.64,41.91,10.96,50.02,-96.12,1,Right
94.76,41.94,94.56,77.12,-96.26,1,Right
45.42,41.97,62.23,82.51,-96.39,1,Right
35.46,42.00,92.33,96.57,-96.53,1,Right
74.74,42.03,90.77,89.89,-96.66,2,Right
35.18,42.03,27.67,76.19,-96.66,2,Right
120.66,42.04,78.01,76.99,-96.80,2,Right
95.53,42.06,11.12,95.06,-96.93,2,Right
71.03,42.06,59.48,23.67,-96.93,1,Right
43.04,42.09,19.83,46.90,-97.06,1,Right
114.81,42.12,23.34,85.50,-97.20,1,Right
43.39,42.15,63.49,46.11,-97.33,1,Right
50.13,42.15,69.41,34.43,-97.33,1,Right
67.74,42.17,15.07,40.56,-97.46,1,Right
83.01,42.20,39.70,15.93,-97.59,1,Right
77.57,42.20,94.04,16.90,-97.59,1,Right
102.63,42.23,80.20,60.17,-97.72,1,Right
106.78,42.26,72.35,80.86,-97.85,1,Right
109.24,42.26,36.08,16.67,-97.85,1,Right
69.69,42.29,75.00,66.78,-97.98,1,Right
44.40,42.31,11.21,53.02,-98.11,1,Right
118.42,42.34,55.30,53.72,-98.24,1,Right
92.66,42.34,47.66,36.70,-98.24,1,Right
103.49,42.37,39.41,44.57,-98.37,1,Right
69.87,42.40,39.48,32.90,-98.50,1,Right
35.90,42.43,72.57,98.75,-98.63,1,Right
114.48,42.45,53.26,47.62,-98.75,1,Right
77.96,42.45,17.66,13.79,-98.75,1,Right
42.33,42.48,85.73,86.78,-98.88,1,Right
92.97,42.51,38.68,96.44,-99.01,1,Right
146.37,42.54,38.79,29.66,-99.14,1,Right
82.68,42.54,70.28,25.74,-99.14,1,Right
59.65,42.56,90.36,41.13,-99.26,2,Right
46.06,42.58,56.07,42.92,-99.39,2,Right
75.05,42.58,14.46,74.15,-99.39,1,Right
58.06,42.61,27.23,67.25,-99.52,1,Right
47.97,42.64,19.11,55.01,-99.64,1,Right
111.18,42.64,32.60,97.82,-99.64,1,Right
49.79,42.67,20.18,20.44,-99.77,1,Right
148.90,42.69,56.95,29.58,-99.90,1,Right
44.37,42.69,34.64,93.70,-99.90,1,Right
141.89,42.72,42.46,54.08,-100.02,1,Right
142.62,42.75,52.88,48.76,-100.15,1,Right
40.57,42.75,45.00,52.69,-100.15,1,Right
64.34,42.77,46.64,98.44,-100.28,1,Right
42.84,42.80,57.26,74.56,-100.40,1,Right
74.26,42.83,34.32,37.22,-100.53,2,Right
59.00,42.85,91.92,37.88,-100.65,2,Right
110.57,42.86,80.85,96.09,-100.78,2,Right
30.34,42.88,13.10,87.15,-100.91,2,Right
104.32,42.90,15.83,66.07,-101.03,1,Right
58.54,42.92,16.20,78.17,-101.16,1,Right
112.42,42.92,54.58,65.66,-101.16,1,Right
109.60,42.95,51.69,91.95,-101.29,1,Right
82.87,42.98,93.02,59.63,-101.41,1,Right
148.29,43.00,19.10,44.92,-101.54,1,Right
57.98,43.00,34.05,99.11,-101.54,1,Right
91.56,43.03,33.51,93.65,-101.67,1,Right
36.37,43.06,40.75,90.05,-101.79,1,Right
48.77,43.06,30.13,57.34,-101.79,2,Right
91.01,43.07,38.99,44.82,-101.92,2,Right
104.57,43.09,72.72,56.57,-102.05,1,Right
138.33,43.12,94.73,92.20,-102.17,1,Right
131.35,43.12,51.05,69.46,-102.17,1,Right
60.07,43.17,44.55,88.09,-102.43,1,Right
131.52,43.20,95.53,91.57,-102.56,1,Right
112.55,43.20,11.35,15.55,-102.56,2,Right
86.67,43.21,24.28,85.00,-102.69,2,Right
115.07,43.23,70.13,20.09,-102.82,1,Right
132.37,43.23,32.14,94.82,-102.82,1,Right
49.30,43.25,83.28,49.51,-102.95,2,Right
41.89,43.27,10.46,14.86,-103.08,2,Right
48.44,43.27,55.40,38.61,-103.08,2,Right
50.59,43.29,55.59,31.40,-103.21,1,Right
118.38,43.31,94.86,54.90,-103.34,1,Right
86.92,43.34,18.89,53.74,-103.47,1,Right
47.81,43.36,47.26,64.92,-103.60,1,Right
75.58,43.36,51.07,43.74,-103.60,1,Right
116.67,43.39,92.62,10.39,-103.73,1,Right
67.96,43.41,87.59,49.38,-103.86,1,Right
142.92,43.44,43.02,29.18,-103.99,1,Right
65.28,43.44,39.36,59.59,-103.99,1,Right
32.86,43.47,20.56,89.88,-104.13,1,Right
45.49,43.49,50.55,75.52,-104.26,1,Right
148.66,43.52,58.91,78.16,-104.39,1,Right
91.84,43.54,43.21,84.14,-104.53,1,Right
40.89,43.57,73.38,50.13,-104.66,2,Right
90.18,43.57,27.48,38.57,-104.66,2,Right
73.85,43.58,11.01,16.00,-104.80,1,Right
61.63,43.61,94.52,45.32,-104.94,1,Right
84.06,43.61,39.24,87.00,-104.94,1,Right
84.85,43.63,10.66,35.81,-105.07,1,Right
49.95,43.66,50.22,92.21,-105.21,1,Right
93.93,43.68,75.64,49.93,-105.35,1,Right
42.82,43.68,53.42,92.50,-105.35,1,Right
128.11,43.71,38.07,84.96,-105.49,1,Right
37.42,43.76,99.67,10.60,-105.76,1,Right
119.39,43.78,27.42,37.38,-105.90,1,Right
129.64,43.80,69.59,68.24,-106.05,2,Right
109.20,43.82,22.23,27.82,-106.19,1,Right
73.06,43.82,81.06,53.33,-106.19,1,Right
121.93,43.84,84.72,26.20,-106.33,1,Right
76.38,43.87,33.18,92.02,-106.47,1,Right
63.38,43.89,45.35,91.90,-106.62,1,Right
119.10,43.92,50.57,19.80,-106.76,1,Right
94.83,43.92,38.28,89.28,-106.76,2,Right
98.19,43.93,44.60,71.20,-106.90,2,Right
84.54,43.95,65.57,31.76,-107.05,2,Right
